30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |   35|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |   36|BSA2401021300                 |01.06.2008|31.12.9999|COSSE RONDE RG DIA 5,3 C3               |SCC       |M     |
| 4 |   26|BSA00350000IM                 |15.03.2021|31.12.9999|MP10 FRAMES                             |GOC       |P     |
| 5 |  651|BSA1255303800                 |01.06.2008|04.10.2021|RACCORD EN T D8                         |SCC       |M     |
| 5 |  662|BSA1259009300                 |01.06.2008|31.12.9999|BRIDE FIXATION 2XD. 6                   |SCD       |M     |
| 5 |  709|BSA872206010                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 10      |SCC       |M     |
| 5 |  558|BSA00340000BP                 |01.06.2008|31.12.9999|PALIER ENTRAIN COURR POLY-V L6          |CMP       |M     |
| 6 |    1|BSA0322104500                 |31.05.2011|31.12.9999|DOUILLE  6-PANS                         |CMP       |M     |
| 6 |    2|BSA0322106500                 |31.05.2011|31.12.9999|RONDELLE  SERRAGE DOUILLE 6P            |CMP       |M     |
| 7 |    1|BSA214510500                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X5                |RMA       |M     |
| 5 |  559|BSA0034119200                 |01.06.2008|31.12.9999|JOUE_MOBILE                             |CMP       |M     |
| 6 |    1|BSA223520020                  |01.06.2008|31.12.9999|TOLE LAMINEE 4000x2040x20               |RMA       |M     |
| 5 |  560|BSA0034120800                 |01.06.2008|31.12.9999|CAPOT ENTRAINEMENT                      |CMP       |M     |
| 5 |  561|BSA0034120900                 |01.06.2008|31.12.9999|VIS MOLTEE M10 X 190/15                 |CMP       |M     |
| 5 |  562|BSA0034127900                 |01.06.2008|31.12.9999|BRAS COC                                |CMP       |M     |
| 6 |    1|BSA214510600                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X6                |RMA       |M     |
| 5 |  563|BSA0034128000                 |01.06.2008|31.12.9999|BARRE DE VERROUILLAGE                   |CMP       |M     |
| 6 |    1|BSA217310015                  |27.03.2017|31.12.9999|BARRE PLATE ETIREE 15X10                |RMA       |M     |
| 5 |  564|BSA0034128100                 |01.06.2008|31.12.9999|PLAQUE                                  |CMP       |M     |
| 6 |    1|BSA214510200                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X2                |RMA       |M     |
| 5 |  565|BSA0034128200                 |01.06.2008|31.12.9999|PLAQUE                                  |CMP       |M     |
| 6 |    1|BSA214510200                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X2                |RMA       |M     |
| 5 |  566|BSA0034128300                 |01.06.2008|31.12.9999|CAPOT COC                               |CMP       |M     |
| 6 |    1|BSA0034128301                 |01.06.2008|31.12.9999|PLATE                                   |CMP       |M     |
| 7 |    1|BSA214510150                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X1.5              |RMA       |M     |
| 6 |    2|BSA1004906004                 |01.06.2008|31.12.9999|ECROU AVEUGLE 6P T. BASSE  M6           |SCC       |M     |
| 5 |  567|BSA0034128400                 |01.06.2008|31.12.9999|CAPOT                                   |CMP       |M     |
| 6 |    1|BSA214510150                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X1.5              |RMA       |M     |
| 5 |  568|BSA0034189300                 |01.06.2008|31.12.9999|SUPPORT CAPOT CC                        |CMP       |M     |
| 5 |  569|BSA0034189800                 |01.06.2008|31.12.9999|BATI ACCUFEED                           |CMP       |M     |
| 6 |    1|BSA340341898                  |01.06.2008|31.12.9999|BATI ACCUFEED                           |RMA       |M     |
| 5 |  570|BSA0034190000                 |01.06.2008|31.12.9999|BRAS CC                                 |CMP       |M     |
| 5 |  571|BSA0034194100                 |01.06.2008|31.12.9999|VERROUILLAGE ELEMENT                    |CMP       |M     |
| 5 |  572|BSA0034194300                 |01.06.2008|31.12.9999|PLAQUE DE FERMETURE                     |CMP       |M     |
| 5 |  573|BSA0034194400                 |01.06.2008|31.12.9999|CALE                                    |CMP       |M     |
| 5 |  574|BSA0034198200                 |01.06.2008|04.10.2021|BRAS PROTECTION CC                      |CMP       |M     |
| 5 |  575|BSA0034198400                 |01.06.2008|31.12.9999|AXE                                     |CMP       |M     |
| 5 |  576|BSA0034202300                 |01.06.2008|31.12.9999|SUPPORT PROTECTION CC                   |CMP       |M     |
| 5 |  577|BSA0034202400                 |01.06.2008|04.10.2021|RENFORT CHARNIERE CC                    |CMP       |M     |
| 5 |  578|BSA0104121800                 |01.06.2008|31.12.9999|TOURILLON                               |CMP       |M     |
| 5 |  579|BSA0104121900                 |01.06.2008|31.12.9999|SUPPORT DE PIVOT                        |CMP       |M     |
| 5 |  580|BSA0104131600                 |01.06.2008|31.12.9999|PLAQUE DE MAINTIEN                      |CMP       |M     |
| 6 |    1|BSA214510600                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X6                |RMA       |M     |
| 5 |  581|BSA0104348300                 |01.06.2008|31.12.9999|RAIL                                    |CMP       |M     |
| 6 |    1|BSA214510400                  |09.09.2016|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 5 |  582|BSA0115217200                 |01.06.2008|31.12.9999|DOUILLE  6P                             |CMP       |M     |
| 5 |  583|BSA0229138800                 |01.06.2008|31.12.9999|ENTRETOISE 9/25 X 20                    |SCD       |M     |
| 5 |  584|BSA0306230300                 |01.06.2008|17.01.2022|SUPPORT VANNE                           |CMP       |M     |
| 6 |    3|BSA1004904003                 |15.05.2020|31.12.9999|ECROU AVEUGLE 6P T. PLATE  M4           |SCC       |M     |
| 6 |    4|BSA0306230301                 |15.05.2020|31.12.9999|TOLE                                    |CMP       |M     |
| 6 |    5|BSA1004903002                 |15.05.2020|31.12.9999|ECROU AVEUGLE 6P T. PLATE  M3           |SCC       |M     |
| 5 |  585|BSA0322106500                 |01.06.2008|31.12.9999|RONDELLE  SERRAGE DOUILLE 6P            |CMP       |M     |
| 6 |    1|BSA214510500                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X5                |RMA       |M     |
| 5 |  586|BSA0322106600                 |01.06.2008|31.12.9999|CENTRAGE  STABILASTIC                   |CMP       |M     |
| 5 |  587|BSA0322211300                 |01.06.2008|31.12.9999|PLOT  DE FIXATION                       |CMP       |M     |
| 5 |  588|BSA0322457900                 |01.06.2008|31.12.9999|PALIER                                  |CMP       |M     |
| 5 |  589|BSA0322458000                 |01.06.2008|31.12.9999|MANCHON                                 |CMP       |M     |
| 5 |  590|BSA0322677000                 |01.06.2008|31.12.9999|PALIER                                  |CMP       |M     |
| 5 |  591|BSA0322699800                 |01.06.2008|31.12.9999|SUPPORT REGULATEUR                      |CMP       |M     |
| 5 |  592|BSA0480158000                 |01.06.2008|31.12.9999|ENTRETOISE   6   / 14  X 10             |SCD       |M     |
| 5 |  593|BSA0485153600                 |01.06.2008|31.12.9999|ENTRETOISE  11   / 20  X 11             |SCD       |M     |
| 5 |  594|BSA0601198900                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 5 |  595|BSA0644113700                 |01.06.2008|31.12.9999|BARRE                                   |SCD       |M     |
| 5 |  596|BSA0881122300                 |01.06.2008|31.12.9999|EQUERRE AC  40/ 40/ 5 X  50             |SCD       |M     |
| 5 |  597|BSA1004011300                 |01.06.2008|31.12.9999|EC 6P       M16X1,5 /24X 8              |SCC       |M     |
| 5 |  598|BSA1004030200                 |01.06.2008|17.01.2022|EC SEC DIN 985 M4-6 ZG                  |SCC       |M     |
| 5 |  599|BSA1004030600                 |01.06.2008|31.12.9999|EC SEC DIN 985 M10- 6 ZG                |SCC       |M     |
| 5 |  600|BSA1005112003                 |01.06.2008|31.12.9999|ECROU T  M12 X 25/14                    |SCD       |M     |
| 5 |  601|BSA1007057000                 |01.06.2008|31.12.9999|RDL AC    17   / 35   X 5               |SCD       |M     |
| 5 |  602|BSA1007066600                 |01.06.2008|31.12.9999|RONDELLE AC 6.4/17X3                    |SCC       |M     |
| 5 |  603|BSA1007112000                 |01.06.2008|31.12.9999|RONDELLE AC 12,5 / 18 X 2               |SCD       |M     |
| 5 |  604|BSA1007124000                 |01.06.2008|31.12.9999|RDL A PICOTS 55.10.25.44__10,2          |SCC       |M     |
| 5 |  605|BSA1007204201                 |01.06.2008|31.12.9999|RDL AC     4,2 / 12   X 2               |SCD       |M     |
| 5 |  606|BSA1007204301                 |01.06.2008|31.12.9999|RDL   AC   4,3 / 12  X  1               |SCC       |M     |
| 5 |  607|BSA1007210001                 |01.06.2008|31.12.9999|RDL   AC  10,5 / 25 X 4                 |SCC       |M     |
| 5 |  608|BSA1007213503                 |01.06.2008|31.12.9999|RDL AC    13,5 / 55   X10               |SCD       |M     |
| 5 |  609|BSA1007918000                 |01.06.2008|31.12.9999|RONDELLE ARRET BENZING BQ D.7           |SCC       |M     |
| 5 |  610|BSA1008012800                 |01.06.2008|31.12.9999|ENTRETOISE  16,2 / 36  X 35,5           |SCD       |M     |
| 5 |  611|BSA1008308420                 |01.06.2008|31.12.9999|ENTRETOISE 8.4/16 X 10                  |SCC       |M     |
| 5 |  612|BSA1008406305                 |01.06.2008|31.12.9999|ENTRETOISE   6,3 / 12  X  8             |SCC       |M     |
| 5 |  613|BSA1008411024                 |01.06.2008|31.12.9999|ENTRETOISE  11   / 25  X 12             |SCD       |M     |
| 5 |  614|BSA1008411066                 |01.06.2008|31.12.9999|ENTRETOISE  11   / 20  X 25             |SCC       |M     |
| 5 |  615|BSA1008412525                 |01.06.2008|31.12.9999|ENTRETOISE  12,5 / 30  X 19             |SCD       |M     |
| 5 |  616|BSA1008412526                 |01.06.2008|31.12.9999|ENTRETOISE  12,5 / 30  X 39             |SCD       |M     |
| 5 |  617|BSA1008413001                 |01.06.2008|31.12.9999|ENTRETOISE  13,0 / 18  X 12             |SCD       |M     |
| 5 |  618|BSA1008413023                 |01.06.2008|31.12.9999|ENTRETOISE  13   / 23  X 35             |SCC       |M     |
| 5 |  619|BSA1008445033                 |01.06.2008|31.12.9999|ENTRETOISE 45/55 X 20                   |SCC       |M     |
| 5 |  620|BSA1008906068                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X30 ZB            |SCC       |M     |
| 5 |  621|BSA1008906074                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X60 ZB            |SCC       |M     |
| 5 |  622|BSA1008906076                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X80 ZB            |SCC       |M     |
| 5 |  623|BSA1008910049                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M10 X 74            |SCD       |M     |
| 5 |  624|BSA1010010700                 |01.06.2008|31.12.9999|GOUP FENDUE     2,5   X  16             |SCC       |M     |
| 5 |  625|BSA1010810003                 |01.06.2008|31.12.9999|GOUP EL RECT   10   X  40               |SCC       |M     |
| 5 |  626|BSA1105070900                 |01.06.2008|31.12.9999|COURROIE POLY-V PL6 28.2x1372           |SCC       |M     |
| 5 |  627|BSA1105071900                 |01.06.2008|31.12.9999|COURROIE POLY-V PL6 28.2x1149           |SCC       |M     |
| 5 |  628|BSA1109016000                 |01.06.2008|31.12.9999|CHAINE 083 PAS 12,7   X 114 MA          |SCC       |M     |
| 5 |  629|BSA1109022700                 |01.06.2008|31.12.9999|CHAINE 083 PAS 12,7   X 144 MA          |SCC       |M     |
| 5 |  630|BSA1111055500                 |01.06.2008|31.12.9999|EMBOUT A ROTULE D16                     |SCC       |M     |
| 5 |  631|BSA1111330005                 |01.06.2008|31.12.9999|DOUILLE 30X40X30                        |SCC       |M     |
| 5 |  632|BSA1113203000                 |01.06.2008|31.12.9999|GALET D100 X 39                         |SCC       |M     |
| 5 |  633|BSA1114009200                 |01.06.2008|31.12.9999|AMORTISSEUR ROSTA V 15                  |SCC       |M     |
| 5 |  634|BSA1114014300                 |01.06.2008|31.12.9999|BUTEE EFFBE 2520 10,5/25 X 20           |SCC       |M     |
| 5 |  635|BSA1116221700                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 45X75X16            |SCC       |M     |
| 5 |  636|BSA1118139300                 |01.06.2008|31.12.9999|CHARIOT GUIDAGE A BILLES 25             |SCC       |M     |
| 5 |  637|BSA1118210100                 |01.06.2008|31.12.9999|RAIL GUIDAGE A BILLES 25X520            |SCD       |M     |
| 5 |  638|BSA1118213700                 |01.06.2008|31.12.9999|ELEMENT DE BLOCAGE POUR RAIL TAILLE 15  |SCC       |M     |
| 5 |  639|BSA1124210900                 |01.06.2008|31.12.9999|POULIE POLY-V L6 45K6                   |SCD       |M     |
| 5 |  640|BSA1125561401                 |01.06.2008|31.12.9999|ROUE CH 083 F  Z= 14 DI= 12             |SCC       |M     |
| 5 |  641|BSA1140206397                 |01.06.2008|31.12.9999|CHAPE AVEC ROTULE VERIN D63             |SCC       |M     |
| 5 |  642|BSA1146106306                 |01.06.2008|31.12.9999|VERIN PNEU TIGE DE D65 X 25             |SCC       |M     |
| 5 |  643|BSA1157055000                 |01.06.2008|31.12.9999|DISTRIBUTEUR PNEU 3/2 - M5              |SCC       |M     |
| 5 |  644|BSA1157118700                 |01.06.2008|04.10.2021|DISTRIBUTEUR PNEU 1/4                   |SCC       |M     |
| 5 |  645|BSA1157120400                 |01.06.2008|31.12.9999|LIMITEUR DE DEBIT 1/8 - 215L/MIN        |SCC       |M     |
| 5 |  646|BSA1157128900                 |01.06.2008|31.12.9999|DISTRIBUTEUR PNEU 1/4                   |SCC       |M     |
| 5 |  647|BSA1159008700                 |01.06.2008|31.12.9999|PROTECTION HELLICOIDALE                 |SCC       |M     |
| 5 |  648|BSA1159008800                 |01.06.2008|31.12.9999|PROTECTION HELICOIDALE                  |SCC       |M     |
| 5 |  649|BSA1255301300                 |01.06.2008|04.10.2021|RACCORD BANJO SIMPLE 1/4 - D8           |SCC       |M     |
| 5 |  650|BSA1255303700                 |01.06.2008|31.12.9999|RACCORD EN T D6                         |SCC       |M     |
| 5 |  652|BSA1255303900                 |01.06.2008|31.12.9999|RACCORD EN T D12                        |SCC       |M     |
| 5 |  653|BSA1255304300                 |01.06.2008|31.12.9999|REDUCTION ENCLIQUETABLE D8 - D6         |SCC       |M     |
| 5 |  654|BSA1255304500                 |01.06.2008|04.10.2021|REDUCTION ENCLIQUETABLE D12 - D8        |SCC       |M     |
| 5 |  655|BSA1255305200                 |01.06.2008|31.12.9999|RACCORD DROIT MALE M5 - D6              |SCC       |M     |
| 5 |  656|BSA1255307200                 |01.06.2008|04.10.2021|UNION DOUBLE D12                        |SCC       |M     |
| 5 |  657|BSA1255318200                 |01.06.2008|31.12.9999|RACCORD COUDE MALE M5 - D6              |SCC       |M     |
| 5 |  658|BSA1255323200                 |01.06.2008|31.12.9999|RACCORD COUDE MALE 1/4 - D12            |SCC       |M     |
| 5 |  659|BSA1255323500                 |01.06.2008|04.10.2021|RACCORD COUDE MALE 1/4 - D8             |SCC       |M     |
| 5 |  660|BSA1259001600                 |01.06.2008|08.08.8888|BRIDE FIXATION 606001    D.6            |SCC       |M     |
| 5 |  661|BSA1259003100                 |01.06.2008|31.12.9999|BRIDE FIXATION DIN 1592 BSN 12          |SCC       |M     |
| 5 |  663|BSA1260007500                 |01.06.2008|04.10.2021|SILENCIEUX WO 0042   G1/4               |SCC       |M     |
| 5 |  664|BSA1260010500                 |01.06.2008|31.12.9999|SILENCIEUX M5                           |SCC       |M     |
| 5 |  665|BSA1303055201                 |01.06.2008|31.12.9999|REGLE GRADUEE                           |SCC       |M     |
| 5 |  666|BSA2302350000                 |01.06.2008|31.12.9999|GUIDE CABLE  80 X  30 *3MM              |SCC       |M     |
| 5 |  667|BSA2448034310                 |01.06.2008|31.12.9999|CAPTEUR DE PROXIMITE M12 24V PNP NO     |SCC       |M     |
| 5 |  668|BSA2466161100                 |01.06.2008|31.12.9999|BOUTON POUSSOIR ENCASTRABLE T-22-SW     |SCC       |M     |
| 5 |  669|BSA2490157710                 |01.06.2008|31.12.9999|CAMERA DE PLAFOND AVEC DOME POE         |SCC       |M     |
| 5 |  878|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  879|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  880|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  877|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  876|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  875|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
| 5 |  874|BSA750423008                  |01.06.2008|31.12.9999|TUYAU 8/5.7                             |RMA       |M     |
